================ Training Loss (Thu Jul 25 15:03:37 2024) ================
(epoch: 1, iters: 100, time: 0.421, data: 0.254) D_A: 0.190 G_A: 0.314 cycle_A: 3.553 idt_A: 0.917 D_B: 0.392 G_B: 0.330 cycle_B: 5.686 idt_B: 1.857 
(epoch: 1, iters: 200, time: 0.404, data: 0.001) D_A: 0.365 G_A: 0.277 cycle_A: 1.336 idt_A: 1.361 D_B: 0.199 G_B: 0.298 cycle_B: 2.759 idt_B: 0.760 
(epoch: 1, iters: 300, time: 0.404, data: 0.001) D_A: 0.261 G_A: 0.451 cycle_A: 1.325 idt_A: 0.800 D_B: 0.229 G_B: 0.452 cycle_B: 1.607 idt_B: 0.581 
================ Training Loss (Thu Jul 25 15:07:01 2024) ================
(epoch: 1, iters: 100, time: 0.388, data: 0.513) D_A: 0.396 G_A: 0.323 cycle_A: 2.745 idt_A: 1.312 D_B: 0.329 G_B: 0.339 cycle_B: 2.599 idt_B: 1.280 
(epoch: 1, iters: 200, time: 0.394, data: 0.001) D_A: 0.279 G_A: 0.364 cycle_A: 1.466 idt_A: 0.976 D_B: 0.347 G_B: 0.424 cycle_B: 1.909 idt_B: 0.729 
(epoch: 1, iters: 300, time: 0.382, data: 0.001) D_A: 0.210 G_A: 0.476 cycle_A: 6.259 idt_A: 1.321 D_B: 0.380 G_B: 0.388 cycle_B: 2.484 idt_B: 3.505 
(epoch: 1, iters: 400, time: 0.727, data: 0.001) D_A: 0.209 G_A: 0.445 cycle_A: 3.376 idt_A: 1.979 D_B: 0.235 G_B: 0.268 cycle_B: 3.869 idt_B: 1.794 
(epoch: 1, iters: 500, time: 0.379, data: 0.002) D_A: 0.205 G_A: 0.299 cycle_A: 1.353 idt_A: 0.651 D_B: 0.311 G_B: 0.280 cycle_B: 1.143 idt_B: 0.783 
(epoch: 1, iters: 600, time: 0.381, data: 0.001) D_A: 0.174 G_A: 0.390 cycle_A: 5.257 idt_A: 1.321 D_B: 0.256 G_B: 0.713 cycle_B: 2.815 idt_B: 2.614 
(epoch: 1, iters: 700, time: 0.381, data: 0.001) D_A: 0.286 G_A: 0.392 cycle_A: 2.609 idt_A: 1.871 D_B: 0.203 G_B: 0.395 cycle_B: 3.565 idt_B: 1.274 
(epoch: 1, iters: 800, time: 0.547, data: 0.002) D_A: 0.142 G_A: 0.410 cycle_A: 5.808 idt_A: 1.314 D_B: 0.280 G_B: 0.330 cycle_B: 2.661 idt_B: 2.957 
(epoch: 1, iters: 900, time: 0.381, data: 0.002) D_A: 0.188 G_A: 0.715 cycle_A: 3.139 idt_A: 0.857 D_B: 0.174 G_B: 0.367 cycle_B: 1.706 idt_B: 1.634 
(epoch: 1, iters: 1000, time: 0.381, data: 0.002) D_A: 0.113 G_A: 0.524 cycle_A: 3.479 idt_A: 0.651 D_B: 0.112 G_B: 0.463 cycle_B: 1.349 idt_B: 1.512 
(epoch: 1, iters: 1100, time: 0.380, data: 0.002) D_A: 0.316 G_A: 0.208 cycle_A: 5.284 idt_A: 1.695 D_B: 0.244 G_B: 0.692 cycle_B: 3.479 idt_B: 2.654 
(epoch: 1, iters: 1200, time: 0.490, data: 0.002) D_A: 0.278 G_A: 0.699 cycle_A: 2.773 idt_A: 0.592 D_B: 0.054 G_B: 0.657 cycle_B: 1.152 idt_B: 1.571 
(epoch: 1, iters: 1300, time: 0.400, data: 0.001) D_A: 0.236 G_A: 0.656 cycle_A: 3.516 idt_A: 1.595 D_B: 0.267 G_B: 0.215 cycle_B: 3.229 idt_B: 1.610 
(epoch: 1, iters: 1400, time: 0.380, data: 0.001) D_A: 0.200 G_A: 0.456 cycle_A: 3.700 idt_A: 0.342 D_B: 0.193 G_B: 0.480 cycle_B: 0.693 idt_B: 1.781 
(epoch: 1, iters: 1500, time: 0.380, data: 0.002) D_A: 0.118 G_A: 0.491 cycle_A: 2.807 idt_A: 1.288 D_B: 0.153 G_B: 0.682 cycle_B: 2.804 idt_B: 1.334 
(epoch: 1, iters: 1600, time: 0.510, data: 0.001) D_A: 0.272 G_A: 0.367 cycle_A: 5.253 idt_A: 0.488 D_B: 0.210 G_B: 0.978 cycle_B: 1.007 idt_B: 2.648 
(epoch: 1, iters: 1700, time: 0.380, data: 0.001) D_A: 0.233 G_A: 0.512 cycle_A: 4.120 idt_A: 0.806 D_B: 0.196 G_B: 0.297 cycle_B: 1.646 idt_B: 1.996 
(epoch: 1, iters: 1800, time: 0.380, data: 0.001) D_A: 0.102 G_A: 0.614 cycle_A: 2.545 idt_A: 1.202 D_B: 0.154 G_B: 0.562 cycle_B: 2.420 idt_B: 1.359 
